,geo,text,user,location
352,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",siva_Master787,madurai
353,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",karthik8353,
354,, #DCvKXIP  #IPL2020 After scoring 89 runs and not getting sent to bat in super over  Mayank Agarwal rn : …,Free____radical,Black pearl
355,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,str_manojkumar,வாழ்க்கை போகும் வழியில் 😏
356,," #KLRahul , #Shami , #RaviBishnoi sabki mehnat pe Pani fir diyaChris Jordan orKrishnappa Gowtham ne..Good ❤️❤️ 👍🏻 👍🏻#…",ShafiUmar2,
357,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",shah_himanshu,
358,,". co-owner Ness Wadia calls for better umpiring standards, optimal use of technology in  Read:… ",toisports,"New Delhi, India"
359,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",SSzufi,"Kerala, India"
360,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",BHANUSURIYAoffl,Sri kalahasthi
361,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",RajuBhai1211,CRACKER CITY💥 Tamilnadu.
362,, Kaha tha na mahaul banayenge! 😎Reply with a 💙 if you are still in awe of our 𝙏𝙃𝙍𝙄𝙇𝙇𝙄𝙉𝙂 𝙒𝙄𝙉? 🐯🔥#DCvKXIP #Dream11IPL #…,RajatRana1996,"Ghaziabad Uttar Pradesh, India"
363,, Our Banner Game last night be 🔝🔥This one was for you Dilliwalon 💙#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli http…,RajatRana1996,"Ghaziabad Uttar Pradesh, India"
364,," 🗣️ ""For the first game of the tournament, satisfied with the way things have gone about."" Read more on what Jumbo had t…",SAIVIGN95494118,"Vaniyambadi, India"
365,,IPL 2020: 'Short-run umpiring blunder borders on the bizarre' READ: #DCvKXIP #IPL2020… ,toisports,"New Delhi, India"
366,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Sreerag_Offl,Malappuram
367,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Mersal95,"Marungur, India"
368,, #IPL2020 working out big time for  #CSKvMI #DCvKXIP #RCBvSRH ,jayavardhan_jay,Visakhaptnam
369,, Mayank will be feeling sorry for himself.  He went for the glory shot and suddenly match became a lottery. DC may have never t…,vishalkjha,New Delhi
370,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",shiva40318,
371,, #ipl2020 #DCvKXIPStoinis in DC             Stoinis in RCB ,SK_DESIGNS_Offc,வந்தான்டா  🔥🔥🔥 காரன் 🤘💯
372,, 𝗧𝗵𝗲 𝗱𝗿𝗮𝗺𝗮. 𝗧𝗵𝗲 𝗘𝘅𝗰𝗶𝘁𝗲𝗺𝗲𝗻𝘁. 𝗧𝗵𝗲 𝗧𝗵𝗿𝗶𝗹𝗹. 🔥💙𝗜𝘁 𝘄𝗮𝘀 𝗷𝘂𝘀𝘁 𝗮 𝗽𝗲𝗿𝗳𝗲𝗰𝘁 𝗯𝗲𝗴𝗶𝗻𝗻𝗶𝗻𝗴 𝘁𝗼 𝘁𝗵𝗲 #𝗗𝗿𝗲𝗮𝗺𝟭𝟭𝗜𝗣𝗟 𝘀𝗲𝗮𝘀𝗼𝗻 🤩 #DCvKXIP #Dream…,Utthisth_Bharat,भारत वर्ष
373,, MANKUUUUUUUU BEAUDYYY!😍Whaaaatttt a start to the final over! That's a biggieeeeee#SaddaPunjab #WakhraSquad #DCvKXIP #…,Manojmore_18,"Lonar, India"
374,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",SidharthOsSfc2,"Kerala, India "
375,," A magical knock from Mayank, wasn't it?Rate his innings on a scale of ❤️ to ❤️❤️#SaddaPunjab  #WakhraSquad #DCvKXIP #…",Manojmore_18,"Lonar, India"
376,," We feel you, ! 💔#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020 ",Manojmore_18,"Lonar, India"
377,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",ThaveethuRaja3,Tirupur
378,, Give it up for Magical Mayank ✨#SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP  ,Jashan_p,Apne ghar
379,, Dream for one nightmare for another - who will win tonight #IPL2020 #DCvKXIP Super Over -what a game,bollywood11love,
380,," ""It was a magical innings from Mayank!"" -  #SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020",Manojmore_18,"Lonar, India"
381,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,Manojmore_18,"Lonar, India"
382,, Heads held high ✌🏻  #SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP ,Manojmore_18,"Lonar, India"
383,, Give it up for Magical Mayank ✨#SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP  ,Manojmore_18,"Lonar, India"
384,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Nishand_Offl,Mayiladuthurai
385,, #DCvKXIP  #IPL2020 After scoring 89 runs and not getting sent to bat in super over  Mayank Agarwal rn : …,Vishalrajput103,Delhi se hai bc
386,, 𝗧𝗵𝗲 𝗱𝗿𝗮𝗺𝗮. 𝗧𝗵𝗲 𝗘𝘅𝗰𝗶𝘁𝗲𝗺𝗲𝗻𝘁. 𝗧𝗵𝗲 𝗧𝗵𝗿𝗶𝗹𝗹. 🔥💙𝗜𝘁 𝘄𝗮𝘀 𝗷𝘂𝘀𝘁 𝗮 𝗽𝗲𝗿𝗳𝗲𝗰𝘁 𝗯𝗲𝗴𝗶𝗻𝗻𝗶𝗻𝗴 𝘁𝗼 𝘁𝗵𝗲 #𝗗𝗿𝗲𝗮𝗺𝟭𝟭𝗜𝗣𝗟 𝘀𝗲𝗮𝘀𝗼𝗻 🤩 #DCvKXIP #Dream…,imBnand,"Gorakhpur, India"
387,, What a match...and it’s only day 2🙈🙈🙈 What a fabulous innings  ...  cannot believe it’s down to a super o…,ManjuMa49824053,"Tumkur, India"
388,," 🗣️ ""For the first game of the tournament, satisfied with the way things have gone about."" Read more on what Jumbo had t…",prudhviraaz03,
389,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",DangerMani7,
390,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Dobson_RB,Chennai
391,," 🗣️ ""For the first game of the tournament, satisfied with the way things have gone about."" Read more on what Jumbo had t…",SehwagM45,"Pudukkottai, India "
392,, Which Team Are You Supporting?#DCvKXIP 🔸KXIP: 🔃Retweet  maximum🔹DC:     ♥️Like maximum#IPL2020 #KXIPvsDC #Dream11…,Suryaka14787124,
393,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Mugeshg6,
394,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Ngkramki1,
395,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Srikanthsinkara,India
396,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",diptija55836457,
397,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,diptija55836457,
398,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",sadiqbatcha2017,tamilnadu
399,, The wait is over and here comes Episode 2- “Cricket Calling”- IPL 2020What a contest last night as Stoinis had a field day…,RSingh6969a,
400,, #IPL2020 working out big time for  #CSKvMI #DCvKXIP #RCBvSRH ,MohammedShaiks,
401,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",jugmilfil,
402,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",vjsathish11,India
403,, Heads held high ✌🏻  #SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP ,HarshGo97910662,"Surat, India"
404,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Thalapthysiva,chennai
405,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",ShyamPa55275475,
406,,"   1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Broad…",milithebot,
407,, What a match it wasFollow  for More updates#IPL2020 #IPL2020UAE #ipl2020live #DCvKXIP #SRHvsRCB #SRH…,RohitKr00484572,"Bareilly, India"
408,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",coolkishore59,"Bengaluru, India"
409,, SuperOver SpecialistFollow  for More updates#MayankAgarwal #Mayank #DCvKXIP #DCvsKXIP #DCFanDome #DC…,RohitKr00484572,"Bareilly, India"
410,, #IPL2020 working out big time for  #CSKvMI #DCvKXIP #RCBvSRH ,Rajesh70114690,"Andhra Pradesh, India"
411,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Ajithku41359643,
412,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",BarathNalan,
413,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Kollyking_vijay,"Tamil Nadu, India"
414,," ""I was in pain as I left the field last night, but the pain has settled down,"" said India off-spinner Ravichandran Ashwi…",Ravindra_TNIE,"Vijayawada, India"
415,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",NgkmoorthiRk,"Kallakkurichi, India"
416,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",ItzzAnjaan,
417,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,MaddyRaja10,"Cuddalore, India"
418,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",PKJillu,"Dharmapuri, India"
419,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,7W7BiR4hKmhfFBP,
420,, What a match! 🔥🔥🔥#DCvKXIP #IPL2020,VijayAerpula6,"Hyderabad, India"
421,, One word. A𝘀𝘁𝗼𝗶𝗻𝗶𝘀hing! #DCvKXIP #IPL2020 ,VijayAerpula6,"Hyderabad, India"
422,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",SelvaSu66143677,
423,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",likhithkreddy,India
424,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",kasaltsundram55,"Trivandrum, India"
425,,   6 small meals per day #DCvKXIP #NHL2020 #IPL2020   ,milithebot,
426,,  6 small meals per day #DCvKXIP #NHL2020 #IPL2020   ,FAMILYGOD19,
427,," #IPL2020 #DCvKXIP #CricketDhamakaIPL 2020, Delhi Capitals vs Kings XI Punjab Match 2: OUT! Axar dismisses Sarfaraz for 1…",Arvindp34933776,
428,, Dream for one nightmare for another - who will win tonight #IPL2020 #DCvKXIP Super Over -what a game,manishc68543666,
429,, #PreityZinta cheering on her cricket team #KXIPvDC ❤❤❤#IPL2020  #IPL #PreityZinta #DCvKXIP #Dream11IPL …,NathalyStephani,"Lima, Peru"
430,," 🗣️ ""For the first game of the tournament, satisfied with the way things have gone about."" Read more on what Jumbo had t…",NathalyStephani,"Lima, Peru"
431,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,RajaBab83603940,"Ahmadabad City, India"
432,," 🗣️ ""For the first game of the tournament, satisfied with the way things have gone about."" Read more on what Jumbo had t…",RajaBab83603940,"Ahmadabad City, India"
433,, #DCvKXIP  #IPL2020 After scoring 89 runs and not getting sent to bat in super over  Mayank Agarwal rn : …,aahmm_brahmasmI,"Patna City Outer, India "
434,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",kaashmorat,"Chennai, India"
435,, #PreityZinta cheering on her cricket team #KXIPvDC ❤❤❤#IPL2020  #IPL #PreityZinta #DCvKXIP #Dream11IPL …,milithebot,
436,,#PreityZinta cheering on her cricket team #KXIPvDC ❤❤❤#IPL2020  #IPL #PreityZinta #DCvKXIP #Dream11IPL… ,PreityZintaPeru,"Lima, Peru"
437,," 🗣️ ""For the first game of the tournament, satisfied with the way things have gone about."" Read more on what Jumbo had t…",PreityZintaPeru,"Lima, Peru"
438,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,PreityZintaPeru,"Lima, Peru"
439,, Debutant Ravi Bishnoi reveals his mantra for success against #DC 👇🏻#SaddaSquad #WakhraSquad #DCvKXIP #IPL2020…,PreityZintaPeru,"Lima, Peru"
440,, Heads held high ✌🏻  #SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP ,PreityZintaPeru,"Lima, Peru"
441,, Match day 1️⃣ | DCvKXIP 📸#SaddaPunjab #WakhraSquad #IPL2020,PreityZintaPeru,"Lima, Peru"
442,, 📹 | ’s thoughts on last night's encounter! 👇#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020 …,PreityZintaPeru,"Lima, Peru"
443,, Give it up for Magical Mayank ✨#SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP  ,PreityZintaPeru,"Lima, Peru"
444,, One registered his best bowling figures while other went on to hit his highest score in the #Dream11IPL 💪Shami bhai and…,PreityZintaPeru,"Lima, Peru"
445,, A roller coaster of emotions 💔#SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP,PreityZintaPeru,"Lima, Peru"
446,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",sai_dir01,"Kancheepuram,Tamil Nadu, India"
447,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",abhiram_1208,Admin ➡️
448,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",LegionX98,"Bengaluru, India"
449,, Queen cheering the Kings 👑The way she cheers #KXIP is just ❤❤❤ Even during this #coronavirus Pandemic she made sure that sh…,sahana36478857,Guyana 
450,," 🗣️ ""For the first game of the tournament, satisfied with the way things have gone about."" Read more on what Jumbo had t…",Pahwa,"Baltimore, MD"
451,,  Match 4 : RR VS CSKAns ] C. 4 - 6#IPL2020 #IPL #Cricket #Twenty20  #TibetforTibetans #DCvKXIP #SSIPL…,satyapaljain_86,"Mumbai, India"
452,, Match 4 : RR VS CSKAns ] C. 4 - 6#IPL2020 #IPL #Cricket #Twenty20  #TibetforTibetans #DCvKXIP… ,prashantDocean,"Kolkata, India"
453,,#IPL2020 #CricketNews #DCvsKXIP #KXIPvsDC  Co-owner #NessWadia Calls For Better Umpiring Standards in… ,indiacom,India
454,,#IPL2020 #CricketNews #DCvsKXIP #KXIPvsDC  Co-owner #NessWadia Calls For Better Umpiring Standards in… ,cricket_country,Global
455,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",48FRAMESCOMPANY,"Chennai, India"
456,, 🚨 BIG UPDATE 🚨𝗪𝗲 𝘀𝗮𝗹𝘂𝘁𝗲 𝗮𝗹𝗹 𝘁𝗵𝗲 𝗖𝗢𝗩𝗜𝗗 𝗪𝗮𝗿𝗿𝗶𝗼𝗿𝘀 𝘄𝗵𝗼 𝗵𝗮𝘃𝗲 𝗺𝗮𝗱𝗲 𝘂𝘀 𝗽𝗿𝗼𝘂𝗱 💙Our Official 2020 Match Jersey will pay a tri…,ithinkmad,India
457,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",venkysrg,"Tiruchirapalli, India"
458,,"🗣️ ""For the first game of the tournament, satisfied with the way things have gone about."" Read more on what Jumbo… ",lionsdenkxip,"Punjab, India"
459,,"   ✅1.Virender Sehwag✅2.Sandeep Lamichane✅3.Gulam Bodi✅4. Cottrell ""Salute""✅5.Stuart…",satyapaljain_86,"Mumbai, India"
460,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",ganesharavindh6,
461,, Kagiso Rabada has shattered #KXIP's Super Over by taking Rahul and Pooran off successive balls. #DC need just 3 to win the…,Subhamdas45,ଓଡ଼ିଶା
462,, Thank god for #IPL2020 We need matches like these! #SuperOver #DCvKXIP,divyansh14994,New Delhi
463,," 𝐓𝐡𝐞 𝐃𝐞𝐥𝐡𝐢 𝐂𝐚𝐩𝐢𝐭𝐚𝐥𝐬 𝐒𝐪𝐮𝐚𝐝 - #IPL2020 💙Dilliwalon, our boys are all set to 🐯 ░R░O░A░R░ ░T░O░G░E░T░H░E░R░ 🐯#DCvKXIP #Dr…",Mech_Michaell,"Mumbai, India"
464,," Two last overs, one man at the centre of it all#DCvKXIP | #IPL2020 ",UmeshKhanna2,"India, Tamil Nadu, Vellore"
465,," #IPL2020 #DCvKXIP #Rabada #Stoinis,  star as  beat  in thrilling Super…",Varun8Vijay,Bangalore
466,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",VVarsaa,
467,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Sasisurya20,
468,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",VysakhVijayan16,"Ernakulam, kerala,India"
469,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,rssofriends,Jharkhand Hazaribagh 
470,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Neerajsuriya1,"Kerala, India"
471,,"   1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salu… ",SaddamMolla0071,"West Bengal, India"
472,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",sabarirock654,"Tamil Nadu, India"
473,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,s08prashant,"New Delhi, India"
474,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",imgpm139,"Maduari,India"
475,, IPL= Talent meets Opportunity. Ravi Bishnoi has further confirmed what we thought of him. Temperament is impressive. Ski…,KumarBimal_,"Darbhanga, India"
476,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",iamvkvikram,"Bengaluru South, India"
477,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",tarunkholi4,"Chennai, India"
478,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,Rutik_079,
479,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuar… ",Rutik_079,
480,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",BhoopathyVJ,chennai
481,,IPL 2020: Ness Wadia requests BCCI to ensure better umpiring after run short error in DC v KXIP match...… ,dna,India
482,, #IPL2020 working out big time for  #CSKvMI #DCvKXIP #RCBvSRH ,avinashkittu_,Hyderabad 
483,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Karthik45417949,
484,, Match 3 - SRH VS RCBTo Register Visit : Answer the Question in Comments Share/Retweet the Po…,Sharif_Baccha07,Mumbai. 
485,, After longtime #Aswin vs #Maxwell battle.. Lets see #DCvKXIP #IPL2020,STRtheStylish,
486,, #ipl2020 #DCvKXIP*preity zinta after giving script to #KXIP players* ,akhandbarbaadi,Barbaad nation
487,,"   ✅1.Virender Sehwag✅2.Sandeep Lamichane✅3.Gulam Bodi✅4. Cottrell ""Salute""✅5.Stuart…",SushmaSonu333,India
488,,"   ✅1.Virender Sehwag✅2.Sandeep Lamichane✅3.Gulam Bodi✅4. Cottrell ""Salute""✅5.Stuart…",milithebot,
489,,"  ✅1.Virender Sehwag✅2.Sandeep Lamichane✅3.Gulam Bodi✅4. Cottrell ""Salute""✅5.Stua… ",Akhilaa16938072,"Telangana, India"
490,, #IPL2020 working out big time for  #CSKvMI #DCvKXIP #RCBvSRH ,harishit_bobby,"Vizianagaram, India"
491,, Heads held high ✌🏻  #SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP ,Nandhu_Destroz,
492,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,Akhilaa16938072,"Telangana, India"
493,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Muhammedshan112,"Kerala, India"
494,, #IPL2020 working out big time for  #CSKvMI #DCvKXIP #RCBvSRH ,urs_pawankumar,Hyderabad 
495,, #IPL2020 working out big time for  #CSKvMI #DCvKXIP #RCBvSRH ,milithebot,
496,,#IPL2020 working out big time for  #CSKvMI #DCvKXIP #RCBvSRH ,spreadflix,Over The Top
497,, Time again cricket shows us how it’s not over till the last bowl is bowled and the last run is scored! #KXIP had it in their b…,iamsyedarefin,India
498,, Shami finishes all it seems. Fabulous Bowling!!👏🤩#DCvKXIP #IPL2020,DADABALKI,"Mandaveli, Mylapore "
499,," Finally, DC boys has done it!! #DCvKXIP #IPL2020",DADABALKI,"Mandaveli, Mylapore "
500,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",jayasankariz,"thiruvanathapuram,kerala India"
501,, Heads held high ✌🏻  #SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP ,Pahwa,"Baltimore, MD"
502,, IPL= Talent meets Opportunity. Ravi Bishnoi has further confirmed what we thought of him. Temperament is impressive. Ski…,MdAkram95588174,
503,," Trending Topics in Pakistan on 21-Sep-20, 02:31:0331 #pashtunlongmarch2wana32 #MedicosRejectPMC33 #HurmatESahabaCon…",Abdullahgill104,Pakistan
504,," #IPL2020 #DCvKXIP #CricketDhamakaIPL 2020, Delhi Capitals vs Kings XI Punjab Match 2: Kings XI Punjab (157/8) tie ag…",SINGHSAHEB123,
505,," Trending Topics in Pakistan on 21-Sep-20, 06:30:2931 #medicosrejectpmc32 #HurmatESahabaConf33 #DCvKXIP34 #pakistan…",Abdullahgill104,Pakistan
506,," Trending Topics in Pakistan on 21-Sep-20, 08:03:0131 #medicosrejectpmc32 #hurmatesahabaconf33 #BalochistanIsBurning…",Abdullahgill104,Pakistan
507,," Trending Topics in Pakistan on 21-Sep-20, 08:34:5531 #medicosrejectpmc32 #hurmatesahabaconf33 #BilawalBhuttoZardari…",Abdullahgill104,Pakistan
508,, 𝗧𝗵𝗲 𝗱𝗿𝗮𝗺𝗮. 𝗧𝗵𝗲 𝗘𝘅𝗰𝗶𝘁𝗲𝗺𝗲𝗻𝘁. 𝗧𝗵𝗲 𝗧𝗵𝗿𝗶𝗹𝗹. 🔥💙𝗜𝘁 𝘄𝗮𝘀 𝗷𝘂𝘀𝘁 𝗮 𝗽𝗲𝗿𝗳𝗲𝗰𝘁 𝗯𝗲𝗴𝗶𝗻𝗻𝗶𝗻𝗴 𝘁𝗼 𝘁𝗵𝗲 #𝗗𝗿𝗲𝗮𝗺𝟭𝟭𝗜𝗣𝗟 𝘀𝗲𝗮𝘀𝗼𝗻 🤩 #DCvKXIP #Dre…,SINGHSAHEB123,
509,," A magical knock from Mayank, wasn't it?Rate his innings on a scale of ❤️ to ❤️❤️ #WakhraSquad #DCvKXIP #IPL2020 ht…",SINGHSAHEB123,
510,," Most runs by a batsman in the last 3 overs of an innings in the IPL: 57 (14) Kohli v GL, 201650 (17) Russell v MI, 20…",TrollVKHaters,
511,," ""I was in pain as I left the field last night, but the pain has settled down,"" said India off-spinner Ravichandran Ashwi…",NewIndianXpress,Chennai
512,,"""I was in pain as I left the field last night, but the pain has settled down,"" said India off-spinner Ravichandran… ",Xpress_Sports,
513,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",JillaaRaj,
514,, Ness Wadia's statement on umpiring decision during Kings XI Punjab's match against Delhi Capitals.#IPL2020 #DCvKXIP htt…,akash_pradhan04,"Cuttack,odisha"
515,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",ThamizhanMagesh,
516,, Our Banner Game last night be 🔝🔥This one was for you Dilliwalon 💙#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli http…,Masood123452,India
517,, Debutant Ravi Bishnoi reveals his mantra for success against #DC 👇🏻#SaddaSquad #WakhraSquad #DCvKXIP #IPL2020…,Nandhu_Destroz,
518,," #MatchRecap 📽️#DCvKXIP can aptly be described as a rollercoaster of emotions 🎢😍ICYMI, here's a quick recap of our dr…",Masood123452,India
519,, 👉🏻 ' brutal knock 🔥👉🏻 A game-changing final over ✌🏻👉🏻 Stoin's 'Massive Guns' 💪🏻Lots of insight and laughs a…,Masood123452,India
520,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Buhari7654,"Kayalpattinam, India"
521,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,Masood123452,India
522,, Ness Wadia's statement on umpiring decision during Kings XI Punjab's match against Delhi Capitals.#IPL2020 #DCvKXIP htt…,iamankurrrrrrr,अपनी दुनियां ❤
