,geo,text,user,location
167,," ""My comment was to emphasise my gratitude towards the role they both have played in my personal growth as a captain,"" Shrey…",IndiaToday,India
168,,  Ans}👉 C. 4-6#IPL2020 #IPL #Cricket #Twenty20  #TibetforTibetans #DCvKXIP #SSIPL2020  #SkyscraperSolutions…,Zaaid08,
169,, Thala #MSDhoni in a new avatar 💪😎#RCB's victorious start to #IPL2020 🤩#DCvKXIP: the long and 'short' of it 🧐Watch #Buzz…,bhai25800,"नई दिल्ली, भारत"
170,,"""My comment was to emphasise my gratitude towards the role they both have played in my personal growth as a captain… ",ITGDsports,"Noida, India"
171,, Ans}👉 C. 4-6#IPL2020 #IPL #Cricket #Twenty20  #TibetforTibetans #DCvKXIP #SSIPL2020… ,1kashKr,India 
172,, Thala #MSDhoni in a new avatar 💪😎#RCB's victorious start to #IPL2020 🤩#DCvKXIP: the long and 'short' of it 🧐Watch #Buzz…,Panduchow07,"Hyderabad, India"
173,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",ShivAB84,"Bengaluru, India"
174,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,ShivAB84,"Bengaluru, India"
175,, Thala #MSDhoni in a new avatar 💪😎#RCB's victorious start to #IPL2020 🤩#DCvKXIP: the long and 'short' of it 🧐Watch #Buzz…,RUNEET_JAIN,"Ratnagiri, India"
176,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",supergalyuga,"Bengaluru, India"
177,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,supergalyuga,"Bengaluru, India"
178,, IT'S A SUPER OVER!!!#KingsXiPunjab 2/2 (0.3 over)all out#DelhiCapitals 3 runs to neededDelhi Capitals won the Super…,MdSajid03453663,
179,, #KXIP Captain  wins the toss and elects to field first in Match 2 of #Dream11IPL #DCvKXIP #IPL2020,MdSajid03453663,
180,, IT'S A SUPER OVER!!!#IPL #IPL2020 #KXIP #DCvKXIP #DelhiCapitals #KingsXiPunjab #Dream11IPL,MdSajid03453663,
181,," #KLRahul , #Shami , #RaviBishnoi sabki mehnat pe Pani fir diyaChris Jordan orKrishnappa Gowtham ne..Good ❤️❤️ 👍🏻 👍🏻#…",MdSajid03453663,
182,, Mohammad Shami You Beauty❤️❤️❤️3 Out of #DelhiCapitals Who was saying #KXIP has bad bowling line up?We…,MdSajid03453663,
183,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",RapidPrashant,"Pune, India"
184,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,RapidPrashant,"Pune, India"
185,, Thala #MSDhoni in a new avatar 💪😎#RCB's victorious start to #IPL2020 🤩#DCvKXIP: the long and 'short' of it 🧐Watch #Buzz…,ASirigineedi,"Narsapur, India"
186,,Thala #MSDhoni in a new avatar 💪😎#RCB's victorious start to #IPL2020 🤩#DCvKXIP: the long and 'short' of it 🧐W… ,cricbuzz,
187,,"   1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Broad…",cuteushakumari,"New Delhi, India"
188,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,cuteushakumari,"New Delhi, India"
189,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",cuteushakumari,"New Delhi, India"
190,,#IPL2020 #DCvKXIP Man of the Match report - Witnessing the  magic! 😎One thing we were able to notice abo… ,cricketpati,
191,, A dream debut for Ravi Bishnoi in the #IPL2020! 🙌Content courtesy:  #SaddaPunjab #WakhraSquad #DCvKXIP…,kxipfandesk,India
192,," 1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Broad… ",Tiwarijyoti2,"Mumbai, India"
193,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,Tiwarijyoti2,"Mumbai, India"
194,," #DCvKXIPMe sits to watch #IPL2020 *le Mom , Sister &amp; Electricity  : ",SarcasticAlien0,"Bihar, India"
195,, Ness Wadia's statement on umpiring decision during Kings XI Punjab's match against Delhi Capitals.#IPL2020 #DCvKXIP htt…,The2HundredMan,"Aurangabad, India"
196,,"   1👉Virender Sehwag2👉Sandeep Lamichane3👉Gulam Bodi4👉Cottrell ""Salute""5👉Stuart Broad…",milithebot,
197,,"  1👉Virender Sehwag2👉Sandeep Lamichane3👉Gulam Bodi4👉Cottrell ""Salute""5👉Stuart Bro… ",abha_mishra19,U.P. India 
198,, A dream debut for Ravi Bishnoi in the #IPL2020! 🙌Content courtesy:  #SaddaPunjab #WakhraSquad #DCvKXIP…,Asimsquad137,
199,, Heads held high ✌🏻  #SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP ,VinnyYuvaraj,
200,, Here’s to the great moments of the first match! We loved every bit of it but here are some of our fan favourites! Chee…,AnuradhaChhabr2,
201,, We are proud to present the media coverage of our association with the .We envision great milestones a…,AnuradhaChhabr2,
202,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",PrashanthMVJ,"Bengaluru, India"
203,, DELHI CAPITAL VS KINGS XI PUNJAB | #IPL2020  |LIVE|UAE|ENGLISH COMMENTARY|PREVIEW |ANALYSIS #DCvKXIP |#DCvsKXIPFull video :…,Bosskeyisback,People's Republic of China
204,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",MsdNagulesh,
205,,"Hear this out-  Rabada's ""SUPER OVER"" mantra!!🤩🤩#IPL2020 #IPL #IPLinUAE #DC #DCvKXIP ",IndiaSportscafe,"Bengaluru, Karnataka"
206,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Baswanth1999,
207,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,bansal_kavay,
208,, How good was that! Marcus Stoinis' big hits takes Delhi Capitals' innings from mediocre to competitiveKings XI Punjab n…,raj02231787,"Mumbai, India"
209,, #IPL2020 :  partners with Tech Mahindra to launch a Fan-Engagement Platform.Check how: …,RakshithBJ2,"Bengaluru, India"
210,,DELHI CAPITAL VS KINGS XI PUNJAB | #IPL2020  |LIVE|UAE|ENGLISH COMMENTARY|PREVIEW |ANALYSIS #DCvKXIP |#DCvsKXIPFul… ,Naqi_786,"Cardiff, Wales, UK"
211,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,jyotishsb,"Mumbai, India"
212,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",jyotishsb,"Mumbai, India"
213,, #WiNiT with #SiXiT #contest #Predict which team will take maximum #wickets ?chance to win exciting prizes!Follow us …,chadha_madhuri,Punjab
214,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",KAUSHIK19991,
215,," #DCvKXIPMe sits to watch #IPL2020 *le Mom , Sister &amp; Electricity  : ",NithallaM,
216,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",3Iemam,
217,," #ipl2020 :  thinks ""there should be huge penalty for umpires if they make blunders like #DCvKXIP match""#I…",RakshithBJ2,"Bengaluru, India"
218,, #IPL2020 :  owner Ness Wadia sends out extremely strong statement on ‘umpiring controversy’ during #DCvKXI…,RakshithBJ2,"Bengaluru, India"
219,," #MatchRecap 📽️#DCvKXIP can aptly be described as a rollercoaster of emotions 🎢😍ICYMI, here's a quick recap of our dr…",AnshuRa71898374,
220,,"  🌸1. Virender Sehwag🌸2. Sandeep Lamichane🌸3. Gulam Bodi🌸4. Cottrell ""Salute""🌸5.… ",sapnaarathor,
221,, #IPL2020 working out big time for  #CSKvMI #DCvKXIP #RCBvSRH ,SamulaKishore,
222,, Match 3 - SRH VS RCBTo Register Visit : Answer the Question in Comments Share/Retweet the Po…,dX6t7s5V2hUOXWA,
223,," ""The fight shown by boys is stupendous!""#RideToRoar  #wakhrasquad #Dream11IPL  #iplt20 #kingsxipunjab #kxip #Avoncycl…",Param_Sidhu77,India
224,, Here’s to the great moments of the first match! We loved every bit of it but here are some of our fan favourites! Chee…,Param_Sidhu77,India
225,, Here’s to the great moments of the first match! We loved every bit of it but here are some of our fan favourites! Chee…,kamlesh_maru,"Gujarat, India"
226,, We are proud to present the media coverage of our association with the .We envision great milestones a…,kamlesh_maru,"Gujarat, India"
227,, We are proud to present the media coverage of our association with the .We envision great milestones a…,Param_Sidhu77,India
228,," . co-owner Ness Wadia calls for better umpiring standards, optimal use of technology in  Read: …",RakshithBJ2,"Bengaluru, India"
229,, IPL 2020: 'Short-run umpiring blunder borders on the bizarre' READ: #DCvKXIP #IPL2020 #KingsXIPun…,RakshithBJ2,"Bengaluru, India"
230,, We are proud to present the media coverage of our association with the .We envision great milestones a…,AsifAnkalagi,
231,,We are proud to present the media coverage of our association with the .We envision great milestone… ,AvonCyclesIndia,India
232,," 🗣️ ""For the first game of the tournament, satisfied with the way things have gone about."" Read more on what Jumbo had t…",RakshithBJ2,"Bengaluru, India"
233,," Match 2. 0.2: WICKET! KL Rahul (0) is out, c Axar Patel b Kagiso Rabada,   #DCvKXIP #Dream11IPL #IPL2020",Deepak_Ghilli,
234,, A dream debut for Ravi Bishnoi in the #IPL2020! 🙌Content courtesy:  #SaddaPunjab #WakhraSquad #DCvKXIP…,UsmanMu79813,"Karachi, Pakistan"
235,, This 20 year old Ravi Bishnoi probably has the longest run-up for a slow bowler to have ever played cricket. Venkatesh P…,JokinglyYours,"Allahabad, India"
236,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,Kvr_Chowdhary,"Hyderabad, India"
237,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",Kvr_Chowdhary,"Hyderabad, India"
238,,  A4) B. 1-3! #IPL2020 #IPL #Cricket #Twenty20 #RCBVsSRH #TibetforTibetans #DCvKXIP #SSIPL2020 #ContestAle…,milithebot,
239,, A4) B. 1-3! #IPL2020 #IPL #Cricket #Twenty20 #RCBVsSRH #TibetforTibetans #DCvKXIP #SSIPL2020… ,onlyprathamesh,"Mumbai, India"
240,, Give it up for Magical Mayank ✨#SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP  ,ParamMalhi6,"New Delhi, India"
241,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,ParamMalhi6,"New Delhi, India"
242,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",ghari1,"Tokyo, Japan"
243,," 'There Is No Elevator To Success, You Have To Take Single Steps.' #PrachaarPremierLeague#Dream11IPL #IPL2020 #KhelKhelMe…",NKembulkar,"Kalyan,  Thane "
244,, #WiNiT with #SiXiT #contest #Predict which team will take maximum #wickets ?chance to win exciting prizes!Follow us …,Jus_Cog,South Africa
245,, #WiNiT with #SiXiT #contest #Predict which team will take maximum #wickets ?chance to win exciting prizes!Follow us …,amitkumarhu,
246,, #IPL2020 :  partners with Tech Mahindra to launch a Fan-Engagement Platform.Check how: …,jayasankariz,"thiruvanathapuram,kerala India"
247,,#IPL2020 :  partners with Tech Mahindra to launch a Fan-Engagement Platform.Check how:… ,InsideSportIND,"नई दिल्ली, भारत"
248,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,cinemaupdate3,
249,, Here is my #IPL2020 upcoming 5 MatchesPREMIUM LINE SCHEDULE.1. #̶M̶I̶v̶C̶S̶K̶_̶P̶R̶E̶M̶I̶U̶M̶2.#̶D̶C̶v̶K̶X̶I̶P̶_̶P̶…,mohityadavkthws,"Kathuwas,Alwar,Rajasthan,India"
250,,"From Mumbai's 'healthy waistlines' to the return of 3D debate, here's a look at the major twists and turns of the 1… ",YahooCricket,World Wide Web
251,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,Bharatdevasi14,India 
252,, A dream debut for Ravi Bishnoi in the #IPL2020! 🙌Content courtesy:  #SaddaPunjab #WakhraSquad #DCvKXIP…,mehtadanny931,India
253,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,Nitish_nix,India
254,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",Nitish_nix,India
255,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",Niha_07,"Pune, India"
256,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,Niha_07,"Pune, India"
257,, A dream debut for Ravi Bishnoi in the #IPL2020! 🙌Content courtesy:  #SaddaPunjab #WakhraSquad #DCvKXIP…,IamAshokOdii,"Saurashtra, Gujarat, India"
258,," #MatchRecap 📽️#DCvKXIP can aptly be described as a rollercoaster of emotions 🎢😍ICYMI, here's a quick recap of our dr…",DhaneshMSantho1,
259,, Our Banner Game last night be 🔝🔥This one was for you Dilliwalon 💙#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli http…,Adi_zutshi,
260,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,DhaneshMSantho1,
261,, A dream debut for Ravi Bishnoi in the #IPL2020! 🙌Content courtesy:  #SaddaPunjab #WakhraSquad #DCvKXIP…,BhinyadSohan,"बाड़मेर, भारत"
262,, A dream debut for Ravi Bishnoi in the #IPL2020! 🙌Content courtesy:  #SaddaPunjab #WakhraSquad #DCvKXIP…,jagadishpichika,
263,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Ashikab3,
264,, A dream debut for Ravi Bishnoi in the #IPL2020! 🙌Content courtesy:  #SaddaPunjab #WakhraSquad #DCvKXIP…,RizwanH40818952,
265,, A dream debut for Ravi Bishnoi in the #IPL2020! 🙌Content courtesy:  #SaddaPunjab #WakhraSquad #DCvKXIP…,devaadithya11,
266,," 🗣️ ""For the first game of the tournament, satisfied with the way things have gone about."" Read more on what Jumbo had t…",JaiBabu123456,
267,, A dream debut for Ravi Bishnoi in the #IPL2020! 🙌Content courtesy:  #SaddaPunjab #WakhraSquad #DCvKXIP…,ImGiftFromGod,"Majha ,Punjab"
268,, A dream debut for Ravi Bishnoi in the #IPL2020! 🙌Content courtesy:  #SaddaPunjab #WakhraSquad #DCvKXIP…,JaiBabu123456,
269,, A dream debut for Ravi Bishnoi in the #IPL2020! 🙌Content courtesy:  #SaddaPunjab #WakhraSquad #DCvKXIP…,jayasankariz,"thiruvanathapuram,kerala India"
270,,A dream debut for Ravi Bishnoi in the #IPL2020! 🙌Content courtesy:  #SaddaPunjab #WakhraSquad… ,lionsdenkxip,"Punjab, India"
271,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",hemanth1981998,Chidambaram
272,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",paarziival,"Belo Horizonte, Brazil"
273,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,paarziival,"Belo Horizonte, Brazil"
274,, Here is my #IPL2020 upcoming 5 MatchesPREMIUM LINE SCHEDULE.1. #̶M̶I̶v̶C̶S̶K̶_̶P̶R̶E̶M̶I̶U̶M̶2.#̶D̶C̶v̶K̶X̶I̶P̶_̶P̶…,Cricket_Lover_R,
275,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",suriya_barani,
276,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Ajith86269595,
277,, Ipl Umpire Error...#IPL #YRHPKDeservesToStay #UditRajForCongressPresident #DeepikaPadukone #…,Ammujaya6,
278,, Here is my #IPL2020 upcoming 5 MatchesPREMIUM LINE SCHEDULE.1. #̶M̶I̶v̶C̶S̶K̶_̶P̶R̶E̶M̶I̶U̶M̶2.#̶D̶C̶v̶K̶X̶I̶P̶_̶P̶…,RanjanDangal,
279,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,manpreetkarmuw1,"Punjab, Amritsar "
280,, Ness Wadia's statement on umpiring decision during Kings XI Punjab's match against Delhi Capitals.#IPL2020 #DCvKXIP htt…,RJVV55,"Kerala, India"
281,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Udhaya_Sfc,"Madurai South, India"
282,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Suriya_Universe,
283,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",PrimeVide0IN,
284,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Suriya_page,
285,,Ipl Umpire Error...#IPL #YRHPKDeservesToStay #UditRajForCongressPresident… ,MohamedFazilM5,
286,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",SuriyaZealot,"Kerala, India"
287,,  Match 4 : RR VS CSKAns ] C. 4 - 6#IPL2020 #IPL #Cricket #Twenty20  #TibetforTibetans #DCvKXIP #SSIPL…,imPalak18,"Indore, India"
288,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",cosmogirl57,"Mumbai, India"
289,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,cosmogirl57,"Mumbai, India"
290,, #IPL2020 #DCvKXIPA moment of controversy in the second last over of Punjab’s run-chase has now evoked questions that s…,IndianExpress,India
291,,#IPL2020 #DCvKXIPA moment of controversy in the second last over of Punjab’s run-chase has now evoked questions th… ,IExpressSports,New Delhi
292,," #ipl2020 :  thinks ""there should be huge penalty for umpires if they make blunders like #DCvKXIP match""#I…",jayasankariz,"thiruvanathapuram,kerala India"
293,,"#ipl2020 :  thinks ""there should be huge penalty for umpires if they make blunders like #DCvKXIP match""… ",InsideSportIND,"नई दिल्ली, भारत"
294,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",alooneking,chennai
295,,#IPL2020 :  owner Ness Wadia sends out extremely strong statement on ‘umpiring controversy’ during… ,InsideSportIND,"नई दिल्ली, भारत"
296,,"""This shouldn't happen with the technology available. This was a line call like a no ball, run out or stumping we c… ",cricke_tlovers,"Kolkata, India"
297,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",rjs141999,
298,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",KKabadii,chidhambaram
299,,#nVisage Quick Looks - #Shreyas vs #Virat Comparison #ViratKohli looks way happier after #RCBvSRH match last night… ,ArunKrishnan_,"Bengaluru, Karnataka"
300,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Mathavan2343,"Melur, India"
301,, 📹 | ’s thoughts on last night's encounter! 👇#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020 …,seenu_kiccha45,
302,, Heads held high ✌🏻  #SaddaPunjab #WakhraSquad #IPL2020 #DCvKXIP ,seenu_kiccha45,
303,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,seenu_kiccha45,
304,, IPL= Talent meets Opportunity. Ravi Bishnoi has further confirmed what we thought of him. Temperament is impressive. Ski…,vickyeee28,virudhunagar
305,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",AcharYuvaraj,
306,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Bharani__vijay,
307,," 🗣️ ""For the first game of the tournament, satisfied with the way things have gone about."" Read more on what Jumbo had t…",RizwanH40818952,
308,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Karan_Suriya_,
309,,  Match 4 : RR VS CSKAns ] C. 4 - 6#IPL2020 #IPL #Cricket #Twenty20  #TibetforTibetans #DCvKXIP #SSIPL…,karan875,"Mumbai, India"
310,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",_AnSari__K,"Kottakkal, India"
311,, IPL 2020: 'Short-run umpiring blunder borders on the bizarre' READ: #DCvKXIP #IPL2020 #KingsXI…,subhanuroy,
312,,". co-owner Ness Wadia calls for better umpiring standards, optimal use of technology in  Read:… ",timesofindia,New Delhi
313,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Vignesh04021805,
314,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",rubanra84326090,
315,, #DCvKXIP What a Match! DC posted a good total of 157 in 20 overs. In Reply KXIP lost 5 wickets for 55. M.Agarwal play…,Mohammad_Harris,"Lahore, Pakistan"
316,, Retweet if you agree😂😂#DelhiCapitals #KXIP #DCvKXIP #ipl #ipl2020 ,49_YASH,Nepal🇳🇵 
317,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",anjaan_shiva,"KALAMBUR,INDIA"
318,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",idioticramesh,"Chennai,India"
319,, #DelhiCapitals Won a Thriller in Super Over against #KingsXiPunjab #IPL2020 #DC #KXIP #DCvKXIP ,Lokeshc_howdary,
320,, Here is my #IPL2020 upcoming 5 MatchesPREMIUM LINE SCHEDULE.1. #̶M̶I̶v̶C̶S̶K̶_̶P̶R̶E̶M̶I̶U̶M̶2.#̶D̶C̶v̶K̶X̶I̶P̶_̶P̶…,IsaaqMohd,"Hyderabad, India"
321,, Here is my #IPL2020 upcoming 5 MatchesPREMIUM LINE SCHEDULE.1. #̶M̶I̶v̶C̶S̶K̶_̶P̶R̶E̶M̶I̶U̶M̶2.#̶D̶C̶v̶K̶X̶I̶P̶_̶P̶…,milithebot,
322,,Here is my #IPL2020 upcoming 5 MatchesPREMIUM LINE SCHEDULE.1. #̶M̶I̶v̶C̶S̶K̶_̶P̶R̶E̶M̶I̶U̶M̶2.… ,theDcricket,"Mumbai, India"
323,, IPL 2020: 'Short-run umpiring blunder borders on the bizarre' READ: #DCvKXIP #IPL2020 #KingsXI…,itsChandanChan1,"Bhopal, India   "
324,,"   1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Broad…",milithebot,
325,,"  1.Virender Sehwag2.Sandeep Lamichane3.Gulam Bodi4. Cottrell ""Salute""5.Stuart Br… ",starkumud,
326,,  Match 4 : RR VS CSKAns ] C. 4 - 6#IPL2020 #IPL #Cricket #Twenty20  #TibetforTibetans #DCvKXIP #SSIPL2020…,milithebot,
327,, Match 4 : RR VS CSKAns ] C. 4 - 6#IPL2020 #IPL #Cricket #Twenty20  #TibetforTibetans #DCvKXIP… ,gitapok_,"Gujarat, India"
328,, IPL 2020: 'Short-run umpiring blunder borders on the bizarre' READ: #DCvKXIP #IPL2020 #KingsXI…,HrushikeshKeng4,
329,, IPL 2020: 'Short-run umpiring blunder borders on the bizarre' READ: #DCvKXIP #IPL2020 #KingsXI…,milithebot,
330,,IPL 2020: 'Short-run umpiring blunder borders on the bizarre' READ: #DCvKXIP #IPL2020… ,timesofindia,New Delhi
331,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Mindblasteravi,"Bengaluru South, India"
332,,"   1.Virender Sehwag☑️2.Sandeep Lamichane☑️3.Glenn Maxwell☑️4. Cottrell ""Salute""☑️5.Dimi…",milithebot,
333,,"  1.Virender Sehwag☑️2.Sandeep Lamichane☑️3.Glenn Maxwell☑️4. Cottrell ""Salute""☑️… ",jithtrashers,"Markayankottai, India"
334,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",AdithiyaaV,
335,, #IPL2020 working out big time for  #CSKvMI #DCvKXIP #RCBvSRH ,SuryaS35366919,"Kakinada, India"
336,,"ONE WIN &amp; TWO TIES.. an important note to #CWC19 story.. July 14 2019, a day when 6 weeks of cricket, and once in… ",CWC19Winner,United States
337,," #MatchRecap 📽️#DCvKXIP can aptly be described as a rollercoaster of emotions 🎢😍ICYMI, here's a quick recap of our dr…",ede_ganesh,"Machilipatnam, India"
338,, 👉🏻 ' brutal knock 🔥👉🏻 A game-changing final over ✌🏻👉🏻 Stoin's 'Massive Guns' 💪🏻Lots of insight and laughs a…,ede_ganesh,"Machilipatnam, India"
339,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",tharunbalaji9,koyambedu
340,, DC Admin's dinner tonight 👉🏻 Khayali Pulao 🤔#DCvKXIP #Dream11IPL #IPL2020 #YehHaiNayiDilli ,ede_ganesh,"Machilipatnam, India"
341,, Ness Wadia's statement on umpiring decision during Kings XI Punjab's match against Delhi Capitals.#IPL2020 #DCvKXIP htt…,imAnirudh44,India
342,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",AA_tweetz,"Oddanchatram, India"
343,, . is back with another set of five questions for Matchday 2 of #IPL2020. Get the right answers and stan…,jithtrashers,"Markayankottai, India"
344,, How good was that! Marcus Stoinis' big hits takes Delhi Capitals' innings from mediocre to competitiveKings XI Punjab n…,HEMANTMJUWALE,"ठाणे, भारत"
345,,  #IPL2020 #KXIPvsDC #DCvKXIP that umpire Nitin menon has been involved in lots of wrong decisions over the yea… ,yomaddyboy,
346,, Who’s going to win this one? 🤔#DCvKXIP #KXIPvDC #IPL2020,lovelysadeesh97,Dreams Do Come True
347,," Noway, you cannot do that Umpire.#IPL2020#KXIPvsDC#DelhiCapitals#DCvKXIP#KXIP",srkkhan71,"Mumbai, India"
348,, How many salutes for his performance last night? 😎#SaddaPunjab #WakhraSquad #DCvKXIP #IPL2020   https:/…,ssmb_pradeep,Suryapet
349,," 🗣️ ""For the first game of the tournament, satisfied with the way things have gone about."" Read more on what Jumbo had t…",ssmb_pradeep,Suryapet
350,, Match 4 : RR VS CSKAns : C. 4 - 6#IPL2020 ￼ #IPL #Cricket #Twenty20  #TibetforTibetans #DCvKXIP… ,KUNALSH11977448,
351,," No major #OTT film releases till Oct 30 when #SooraraiPottru releases, followed by #LaxmmiBomb on Nov 9. The #IPL2020 has taken…",Akash32553012,"Tamil Nadu, India"
